"id","site","lab_id","name","result","units","month","day","year","created_at","updated_at","site_name","collection_date"
1560,4,"180719-20","Nitrogen (Nitrite)","0.003","mg/L",7,19,2018,"2018-12-23 13:39:00.723825","2018-12-23 13:39:00.723825","Sam-O-Set","2018-07-19"
1561,4,"180719-20","Beach Plate Count; MPN","228","colonies/100mL",7,19,2018,"2018-12-23 13:39:00.733644","2018-12-23 13:39:00.733644","Sam-O-Set","2018-07-19"
1569,5,"180719-18","Phosphorus","0.1","mg/L",7,19,2018,"2018-12-23 13:39:00.880318","2018-12-23 13:39:00.880318","DNR boat launch","2018-07-19"
1571,5,"180719-18","Nitrogen (Nitrite)","0.005","mg/L",7,19,2018,"2018-12-23 13:39:00.898579","2018-12-23 13:39:00.898579","DNR boat launch","2018-07-19"
1572,5,"180719-18","Beach Plate Count; MPN","870","colonies/100mL",7,19,2018,"2018-12-23 13:39:00.902015","2018-12-23 13:39:00.902015","DNR boat launch","2018-07-19"
1573,5,"180719-18","Beach Plate Count; e-coli","1","colonies/100mL",7,19,2018,"2018-12-23 13:39:00.906297","2018-12-23 13:39:00.906297","DNR boat launch","2018-07-19"
1574,5,"180719-18","pH","8","pH",7,19,2018,"2018-12-23 13:39:00.910371","2018-12-23 13:39:00.910371","DNR boat launch","2018-07-19"
1575,5,"180719-18","Dissolved Oxygen","3.8","mg/L",7,19,2018,"2018-12-23 13:39:00.91616","2018-12-23 13:39:00.91616","DNR boat launch","2018-07-19"
1576,5,"180719-18","Total Dissolved Solids","0.0026","percent",7,19,2018,"2018-12-23 13:39:00.919491","2018-12-23 13:39:00.919491","DNR boat launch","2018-07-19"
1577,5,"180719-18","Water Temperature","22","degrees Centigrade",7,19,2018,"2018-12-23 13:39:00.923563","2018-12-23 13:39:00.923563","DNR boat launch","2018-07-19"
1578,5,"180719-18","Air Temperature","13.9","degrees Centigrade",7,19,2018,"2018-12-23 13:39:00.930759","2018-12-23 13:39:00.930759","DNR boat launch","2018-07-19"
1580,6,"180719-19","Phosphorus","0.06","mg/L",7,19,2018,"2018-12-23 13:39:00.945472","2018-12-23 13:39:00.945472","Gold Coast","2018-07-19"
1582,6,"180719-19","Nitrogen (Nitrite)","0.007","mg/L",7,19,2018,"2018-12-23 13:39:00.950369","2018-12-23 13:39:00.950369","Gold Coast","2018-07-19"
1583,6,"180719-19","Beach Plate Count; MPN","260","colonies/100mL",7,19,2018,"2018-12-23 13:39:00.9526","2018-12-23 13:39:00.9526","Gold Coast","2018-07-19"
1584,6,"180719-19","Beach Plate Count; e-coli","<1","colonies/100mL",7,19,2018,"2018-12-23 13:39:00.954752","2018-12-23 13:39:00.954752","Gold Coast","2018-07-19"
1585,6,"180719-19","pH","7.7","pH",7,19,2018,"2018-12-23 13:39:00.956917","2018-12-23 13:39:00.956917","Gold Coast","2018-07-19"
1586,6,"180719-19","Dissolved Oxygen","4","mg/L",7,19,2018,"2018-12-23 13:39:00.959088","2018-12-23 13:39:00.959088","Gold Coast","2018-07-19"
1587,6,"180719-19","Total Dissolved Solids","0.0029","percent",7,19,2018,"2018-12-23 13:39:00.961257","2018-12-23 13:39:00.961257","Gold Coast","2018-07-19"
1581,6,"180719-19","Nitrogen (Nitrate)","0.081","mg/L",7,19,2018,"2018-12-23 13:39:00.948125","2018-12-23 13:39:00.948125","Gold Coast","2018-07-19"
1559,4,"180719-20","Nitrogen (Nitrate)","0.061","mg/L",7,19,2018,"2018-12-23 13:39:00.720495","2018-12-23 13:39:00.720495","Sam-O-Set","2018-07-19"
1570,5,"180719-18","Nitrogen (Nitrate)","0.105","mg/L",7,19,2018,"2018-12-23 13:39:00.893796","2018-12-23 13:39:00.893796","DNR boat launch","2018-07-19"
1331,7,"180518-3","Beach Plate Count; e-coli","<1","colonies/100mL",5,18,2018,"2018-07-11 13:02:27.606188","2018-07-13 17:20:36.172661","North State Park","2018-05-18"
1332,7,"180518-3","pH","7.12","pH",5,18,2018,"2018-07-11 13:02:27.691222","2018-07-13 17:20:36.176743","North State Park","2018-05-18"
1333,7,"180518-3","Dissolved Oxygen","5.3","mg/L",5,18,2018,"2018-07-11 13:02:27.720419","2018-07-13 17:20:36.179286","North State Park","2018-05-18"
1334,7,"180518-3","Total Dissolved Solids","0.0167","percent",5,18,2018,"2018-07-11 13:02:27.739557","2018-07-13 17:20:36.183156","North State Park","2018-05-18"
1335,7,"180518-3","Water Temperature","17.3","degrees Centigrade",5,18,2018,"2018-07-11 13:02:27.775096","2018-07-13 17:20:36.185733","North State Park","2018-05-18"
1336,7,"180518-3","Air Temperature","17.6","degrees Centigrade",5,18,2018,"2018-07-11 13:02:27.807737","2018-07-13 17:20:36.189486","North State Park","2018-05-18"
1337,7,"180518-3","Conductivity","297","uS/cM",5,18,2018,"2018-07-11 13:02:27.841881","2018-07-13 17:20:36.192205","North State Park","2018-05-18"
1338,8,"180518-2","Phosphorus","0.25","mg/L",5,18,2018,"2018-07-11 13:02:27.860809","2018-07-13 17:21:17.299584","B&B Marina","2018-05-18"
1339,8,"180518-2","Nitrogen (Nitrate)","0.085","mg/L",5,18,2018,"2018-07-11 13:02:27.892044","2018-07-13 17:21:17.321762","B&B Marina","2018-05-18"
1340,8,"180518-2","Nitrogen (Nitrite)","0.006","mg/L",5,18,2018,"2018-07-11 13:02:27.911181","2018-07-13 17:21:17.340706","B&B Marina","2018-05-18"
1341,8,"180518-2","Beach Plate Count; MPN","56","colonies/100mL",5,18,2018,"2018-07-11 13:02:27.932361","2018-07-13 17:21:17.368719","B&B Marina","2018-05-18"
1342,8,"180518-2","Beach Plate Count; e-coli","13","colonies/100mL",5,18,2018,"2018-07-11 13:02:27.956262","2018-07-13 17:21:17.387447","B&B Marina","2018-05-18"
1343,8,"180518-2","pH","7.26","pH",5,18,2018,"2018-07-11 13:02:27.975637","2018-07-13 17:21:17.406308","B&B Marina","2018-05-18"
1344,8,"180518-2","Dissolved Oxygen","5.3","mg/L",5,18,2018,"2018-07-11 13:02:27.978061","2018-07-13 17:21:17.451505","B&B Marina","2018-05-18"
1345,8,"180518-2","Total Dissolved Solids","0.02","percent",5,18,2018,"2018-07-11 13:02:27.991111","2018-07-13 17:21:17.481786","B&B Marina","2018-05-18"
1346,8,"180518-2","Water Temperature","17.3","degrees Centigrade",5,18,2018,"2018-07-11 13:02:27.994128","2018-07-13 17:21:17.50539","B&B Marina","2018-05-18"
1347,8,"180518-2","Air Temperature","27.5","degrees Centigrade",5,18,2018,"2018-07-11 13:02:27.996287","2018-07-13 17:21:17.575067","B&B Marina","2018-05-18"
1348,8,"180518-2","Conductivity","292","uS/cM",5,18,2018,"2018-07-11 13:02:27.998487","2018-07-13 17:21:17.622873","B&B Marina","2018-05-18"
1473,8,"180613-2","Beach Plate Count; MPN","143","colonies/100mL",6,13,2018,"2018-07-11 13:02:39.391457","2018-07-13 17:21:17.743969","B&B Marina","2018-06-13"
1349,9,"180518-1","Phosphorus","0.6","mg/L",5,18,2018,"2018-07-11 13:02:28.000807","2018-07-13 17:21:34.202094","Camp Carmine","2018-05-18"
1350,9,"180518-1","Nitrogen (Nitrate)","0.069","mg/L",5,18,2018,"2018-07-11 13:02:28.003018","2018-07-13 17:21:34.230399","Camp Carmine","2018-05-18"
1351,9,"180518-1","Nitrogen (Nitrite)","0.003","mg/L",5,18,2018,"2018-07-11 13:02:28.005098","2018-07-13 17:21:34.247692","Camp Carmine","2018-05-18"
1352,9,"180518-1","Beach Plate Count; MPN","201","colonies/100mL",5,18,2018,"2018-07-11 13:02:28.015638","2018-07-13 17:21:34.251842","Camp Carmine","2018-05-18"
1353,9,"180518-1","Beach Plate Count; e-coli","2","colonies/100mL",5,18,2018,"2018-07-11 13:02:28.021033","2018-07-13 17:21:34.254699","Camp Carmine","2018-05-18"
1354,9,"180518-1","pH","7.65","pH",5,18,2018,"2018-07-11 13:02:28.025011","2018-07-13 17:21:34.256642","Camp Carmine","2018-05-18"
1500,10,"180614-3","Water Temperature","16.7","degrees Centigrade",6,14,2018,"2018-07-11 13:02:39.684907","2018-07-13 17:21:50.753839","Treasure Island - 1","2018-06-14"
1591,7,"180718-7","Phosphorus","0.02","mg/L",7,18,2018,"2018-12-23 13:39:00.97754","2018-12-23 13:39:00.97754","North State Park","2018-07-18"
1593,7,"180718-7","Nitrogen (Nitrite)","0.009","mg/L",7,18,2018,"2018-12-23 13:39:00.990744","2018-12-23 13:39:00.990744","North State Park","2018-07-18"
1602,8,"180718-8","Phosphorus","0.01","mg/L",7,18,2018,"2018-12-23 13:39:01.174005","2018-12-23 13:39:01.174005","B&B Marina","2018-07-18"
1604,8,"180718-8","Nitrogen (Nitrite)","0.004","mg/L",7,18,2018,"2018-12-23 13:39:01.184197","2018-12-23 13:39:01.184197","B&B Marina","2018-07-18"
1605,8,"180718-8","Beach Plate Count; MPN","474","colonies/100mL",7,18,2018,"2018-12-23 13:39:01.187328","2018-12-23 13:39:01.187328","B&B Marina","2018-07-18"
1606,8,"180718-8","Beach Plate Count; e-coli","2","colonies/100mL",7,18,2018,"2018-12-23 13:39:01.192042","2018-12-23 13:39:01.192042","B&B Marina","2018-07-18"
1607,8,"180718-8","pH","7.46","pH",7,18,2018,"2018-12-23 13:39:01.213443","2018-12-23 13:39:01.213443","B&B Marina","2018-07-18"
1608,8,"180718-8","Dissolved Oxygen","7.5","mg/L",7,18,2018,"2018-12-23 13:39:01.226908","2018-12-23 13:39:01.226908","B&B Marina","2018-07-18"
1609,8,"180718-8","Total Dissolved Solids","0.0013","percent",7,18,2018,"2018-12-23 13:39:01.235738","2018-12-23 13:39:01.235738","B&B Marina","2018-07-18"
1610,8,"180718-8","Water Temperature","21.7","degrees Centigrade",7,18,2018,"2018-12-23 13:39:01.242604","2018-12-23 13:39:01.242604","B&B Marina","2018-07-18"
1611,8,"180718-8","Air Temperature","10.6","degrees Centigrade",7,18,2018,"2018-12-23 13:39:01.252236","2018-12-23 13:39:01.252236","B&B Marina","2018-07-18"
1613,9,"180718-9","Phosphorus","0.01","mg/L",7,18,2018,"2018-12-23 13:39:01.280435","2018-12-23 13:39:01.280435","Camp Carmine","2018-07-18"
1615,9,"180718-9","Nitrogen (Nitrite)","0.005","mg/L",7,18,2018,"2018-12-23 13:39:01.302241","2018-12-23 13:39:01.302241","Camp Carmine","2018-07-18"
1616,9,"180718-9","Beach Plate Count; MPN","478","colonies/100mL",7,18,2018,"2018-12-23 13:39:01.30688","2018-12-23 13:39:01.30688","Camp Carmine","2018-07-18"
1617,9,"180718-9","Beach Plate Count; e-coli","2","colonies/100mL",7,18,2018,"2018-12-23 13:39:01.310883","2018-12-23 13:39:01.310883","Camp Carmine","2018-07-18"
1618,9,"180718-9","pH","7.38","pH",7,18,2018,"2018-12-23 13:39:01.316524","2018-12-23 13:39:01.316524","Camp Carmine","2018-07-18"
1619,9,"180718-9","Dissolved Oxygen","7.5","mg/L",7,18,2018,"2018-12-23 13:39:01.319572","2018-12-23 13:39:01.319572","Camp Carmine","2018-07-18"
1620,9,"180718-9","Total Dissolved Solids","0.0017","percent",7,18,2018,"2018-12-23 13:39:01.331616","2018-12-23 13:39:01.331616","Camp Carmine","2018-07-18"
1621,9,"180718-9","Water Temperature","19.9","degrees Centigrade",7,18,2018,"2018-12-23 13:39:01.338881","2018-12-23 13:39:01.338881","Camp Carmine","2018-07-18"
1622,9,"180718-9","Air Temperature","10","degrees Centigrade",7,18,2018,"2018-12-23 13:39:01.342245","2018-12-23 13:39:01.342245","Camp Carmine","2018-07-18"
1603,8,"180718-8","Nitrogen (Nitrate)","0.101","mg/L",7,18,2018,"2018-12-23 13:39:01.179634","2018-12-23 13:39:01.179634","B&B Marina","2018-07-18"
1614,9,"180718-9","Nitrogen (Nitrate)","0.118","mg/L",7,18,2018,"2018-12-23 13:39:01.284067","2018-12-23 13:39:01.284067","Camp Carmine","2018-07-18"
1592,7,"180718-7","Nitrogen (Nitrate)","0.105","mg/L",7,18,2018,"2018-12-23 13:39:00.982051","2018-12-23 13:39:00.982051","North State Park","2018-07-18"
1394,1,"180615-2","Nitrogen (Nitrate)","0.048","mg/L",6,15,2018,"2018-07-11 13:02:39.137024","2018-07-13 17:17:14.456677","Gerrish Township Marina","2018-06-15"
1398,1,"180615-2","pH","7.97","pH",6,15,2018,"2018-07-11 13:02:39.153837","2018-07-13 17:17:14.462311","Gerrish Township Marina","2018-06-15"
1399,1,"180615-2","Dissolved Oxygen","5.2","mg/L",6,15,2018,"2018-07-11 13:02:39.156122","2018-07-13 17:17:14.46429","Gerrish Township Marina","2018-06-15"
1400,1,"180615-2","Total Dissolved Solids","0.001","percent",6,15,2018,"2018-07-11 13:02:39.158906","2018-07-13 17:17:14.466126","Gerrish Township Marina","2018-06-15"
1401,1,"180615-2","Water Temperature","17.5","degrees Centigrade",6,15,2018,"2018-07-11 13:02:39.161496","2018-07-13 17:17:14.468249","Gerrish Township Marina","2018-06-15"
1357,9,"180518-1","Water Temperature","16.6","degrees Centigrade",5,18,2018,"2018-07-11 13:02:28.033789","2018-07-13 17:21:34.26025","Camp Carmine","2018-05-18"
1359,9,"180518-1","Conductivity","277","uS/cM",5,18,2018,"2018-07-11 13:02:28.038963","2018-07-13 17:21:34.262088","Camp Carmine","2018-05-18"
1360,10,"180516-8","Phosphorus","0","mg/L",5,16,2018,"2018-07-11 13:02:28.053405","2018-07-13 17:21:50.691644","Treasure Island - 1","2018-05-16"
1361,10,"180516-8","Nitrogen (Nitrate)","0","mg/L",5,16,2018,"2018-07-11 13:02:28.056037","2018-07-13 17:21:50.693776","Treasure Island - 1","2018-05-16"
1362,10,"180516-8","Nitrogen (Nitrite)","0.006","mg/L",5,16,2018,"2018-07-11 13:02:28.080962","2018-07-13 17:21:50.6958","Treasure Island - 1","2018-05-16"
1363,10,"180516-8","Beach Plate Count; MPN","<1","colonies/100mL",5,16,2018,"2018-07-11 13:02:28.116523","2018-07-13 17:21:50.698504","Treasure Island - 1","2018-05-16"
1365,10,"180516-8","pH","8","pH",5,16,2018,"2018-07-11 13:02:28.215121","2018-07-13 17:21:50.701152","Treasure Island - 1","2018-05-16"
1366,10,"180516-8","Dissolved Oxygen","8.1","mg/L",5,16,2018,"2018-07-11 13:02:28.257588","2018-07-13 17:21:50.707496","Treasure Island - 1","2018-05-16"
1367,10,"180516-8","Total Dissolved Solids","0.0005","percent",5,16,2018,"2018-07-11 13:02:28.282671","2018-07-13 17:21:50.710681","Treasure Island - 1","2018-05-16"
1368,10,"180516-8","Water Temperature","11.3","degrees Centigrade",5,16,2018,"2018-07-11 13:02:28.328658","2018-07-13 17:21:50.713536","Treasure Island - 1","2018-05-16"
1369,10,"180516-8","Air Temperature","17.8","degrees Centigrade",5,16,2018,"2018-07-11 13:02:28.367609","2018-07-13 17:21:50.716502","Treasure Island - 1","2018-05-16"
1370,10,"180516-8","Conductivity","280","uS/cM",5,16,2018,"2018-07-11 13:02:28.468768","2018-07-13 17:21:50.722744","Treasure Island - 1","2018-05-16"
1371,11,"180516-9","Phosphorus","0","mg/L",5,16,2018,"2018-07-11 13:02:28.504505","2018-07-13 17:22:04.877806","Treasure Island - 2","2018-05-16"
1373,11,"180516-9","Nitrogen (Nitrite)","0.007","mg/L",5,16,2018,"2018-07-11 13:02:28.616295","2018-07-13 17:22:04.879586","Treasure Island - 2","2018-05-16"
1374,11,"180516-9","Beach Plate Count; MPN","25.4","colonies/100mL",5,16,2018,"2018-07-11 13:02:28.643418","2018-07-13 17:22:04.88735","Treasure Island - 2","2018-05-16"
1375,11,"180516-9","Beach Plate Count; e-coli","<1","colonies/100mL",5,16,2018,"2018-07-11 13:02:28.671281","2018-07-13 17:22:04.889753","Treasure Island - 2","2018-05-16"
1376,11,"180516-9","pH","7.8","pH",5,16,2018,"2018-07-11 13:02:28.734433","2018-07-13 17:22:04.902744","Treasure Island - 2","2018-05-16"
1377,11,"180516-9","Dissolved Oxygen","7.74","mg/L",5,16,2018,"2018-07-11 13:02:28.75726","2018-07-13 17:22:04.904992","Treasure Island - 2","2018-05-16"
1379,11,"180516-9","Water Temperature","11.3","degrees Centigrade",5,16,2018,"2018-07-11 13:02:28.805134","2018-07-13 17:22:04.907091","Treasure Island - 2","2018-05-16"
1380,11,"180516-9","Air Temperature","17.8","degrees Centigrade",5,16,2018,"2018-07-11 13:02:28.80779","2018-07-13 17:22:04.909667","Treasure Island - 2","2018-05-16"
1381,11,"180516-9","Conductivity","278","uS/cM",5,16,2018,"2018-07-11 13:02:28.810264","2018-07-13 17:22:04.911659","Treasure Island - 2","2018-05-16"
1402,1,"180615-2","Air Temperature","12.2","degrees Centigrade",6,15,2018,"2018-07-11 13:02:39.171026","2018-07-13 17:17:14.470891","Gerrish Township Marina","2018-06-15"
1403,1,"180615-2","Conductivity","315","uS/cM",6,15,2018,"2018-07-11 13:02:39.173505","2018-07-13 17:17:14.475112","Gerrish Township Marina","2018-06-15"
1405,2,"180615-3","Nitrogen (Nitrate)","0.032","mg/L",6,15,2018,"2018-07-11 13:02:39.183954","2018-07-13 17:18:29.693745","South State Park","2018-06-15"
1406,2,"180615-3","Nitrogen (Nitrite)","0.005","mg/L",6,15,2018,"2018-07-11 13:02:39.186361","2018-07-13 17:18:29.695568","South State Park","2018-06-15"
1407,2,"180615-3","Beach Plate Count; MPN","284","colonies/100mL",6,15,2018,"2018-07-11 13:02:39.188448","2018-07-13 17:18:29.697301","South State Park","2018-06-15"
1408,2,"180615-3","Beach Plate Count; e-coli","<1","colonies/100mL",6,15,2018,"2018-07-11 13:02:39.190596","2018-07-13 17:18:29.699417","South State Park","2018-06-15"
1409,2,"180615-3","pH","7.72","pH",6,15,2018,"2018-07-11 13:02:39.19257","2018-07-13 17:18:29.701282","South State Park","2018-06-15"
1411,2,"180615-3","Total Dissolved Solids","0.003","percent",6,15,2018,"2018-07-11 13:02:39.196735","2018-07-13 17:18:29.703219","South State Park","2018-06-15"
1412,2,"180615-3","Water Temperature","18.5","degrees Centigrade",6,15,2018,"2018-07-11 13:02:39.199153","2018-07-13 17:18:29.705113","South State Park","2018-06-15"
1413,2,"180615-3","Air Temperature","12.2","degrees Centigrade",6,15,2018,"2018-07-11 13:02:39.201339","2018-07-13 17:18:29.707177","South State Park","2018-06-15"
1414,2,"180615-3","Conductivity","282","uS/cM",6,15,2018,"2018-07-11 13:02:39.20347","2018-07-13 17:18:29.709072","South State Park","2018-06-15"
1415,3,"180615-4","Phosphorus","0.11","mg/L",6,15,2018,"2018-07-11 13:02:39.205943","2018-07-13 17:19:09.375854","Cut River","2018-06-15"
1417,3,"180615-4","Nitrogen (Nitrite)","0.008","mg/L",6,15,2018,"2018-07-11 13:02:39.210828","2018-07-13 17:19:09.377753","Cut River","2018-06-15"
1418,3,"180615-4","Beach Plate Count; MPN","315","colonies/100mL",6,15,2018,"2018-07-11 13:02:39.212997","2018-07-13 17:19:09.379614","Cut River","2018-06-15"
1419,3,"180615-4","Beach Plate Count; e-coli","3","colonies/100mL",6,15,2018,"2018-07-11 13:02:39.215143","2018-07-13 17:19:09.383451","Cut River","2018-06-15"
1420,3,"180615-4","pH","7.35","pH",6,15,2018,"2018-07-11 13:02:39.222288","2018-07-13 17:19:09.386059","Cut River","2018-06-15"
1421,3,"180615-4","Dissolved Oxygen","5.4","mg/L",6,15,2018,"2018-07-11 13:02:39.224991","2018-07-13 17:19:09.389224","Cut River","2018-06-15"
1423,3,"180615-4","Water Temperature","11.4","degrees Centigrade",6,15,2018,"2018-07-11 13:02:39.234339","2018-07-13 17:19:09.391198","Cut River","2018-06-15"
1424,3,"180615-4","Air Temperature","13.3","degrees Centigrade",6,15,2018,"2018-07-11 13:02:39.260153","2018-07-13 17:19:09.393265","Cut River","2018-06-15"
1425,3,"180615-4","Conductivity","282","uS/cM",6,15,2018,"2018-07-11 13:02:39.262937","2018-07-13 17:19:09.397184","Cut River","2018-06-15"
1426,4,"180614-4","Phosphorus","0.1","mg/L",6,14,2018,"2018-07-11 13:02:39.265346","2018-07-13 17:19:44.833031","Sam-O-Set","2018-06-14"
1427,4,"180614-4","Nitrogen (Nitrate)","0.064","mg/L",6,14,2018,"2018-07-11 13:02:39.267372","2018-07-13 17:19:44.873673","Sam-O-Set","2018-06-14"
1428,4,"180614-4","Nitrogen (Nitrite)","0.005","mg/L",6,14,2018,"2018-07-11 13:02:39.269304","2018-07-13 17:19:44.879828","Sam-O-Set","2018-06-14"
1356,9,"180518-1","Total Dissolved Solids","0.013","percent",5,18,2018,"2018-07-11 13:02:28.031299","2018-07-13 17:21:34.258453","Camp Carmine","2018-05-18"
1393,1,"180615-2","Phosphorus","0.05","mg/L",6,15,2018,"2018-07-11 13:02:39.11775","2018-07-13 17:17:14.454512","Gerrish Township Marina","2018-06-15"
1395,1,"180615-2","Nitrogen (Nitrite)","0.003","mg/L",6,15,2018,"2018-07-11 13:02:39.143505","2018-07-13 17:17:14.458601","Gerrish Township Marina","2018-06-15"
1397,1,"180615-2","Beach Plate Count; e-coli","11.8","colonies/100mL",6,15,2018,"2018-07-11 13:02:39.150421","2018-07-13 17:17:14.460455","Gerrish Township Marina","2018-06-15"
1432,4,"180614-4","Dissolved Oxygen","4.3","mg/L",6,14,2018,"2018-07-11 13:02:39.277623","2018-07-13 17:19:44.884592","Sam-O-Set","2018-06-14"
1433,4,"180614-4","Total Dissolved Solids","0.011","percent",6,14,2018,"2018-07-11 13:02:39.282945","2018-07-13 17:19:44.886424","Sam-O-Set","2018-06-14"
1434,4,"180614-4","Water Temperature","18","degrees Centigrade",6,14,2018,"2018-07-11 13:02:39.28515","2018-07-13 17:19:44.888268","Sam-O-Set","2018-06-14"
1435,4,"180614-4","Air Temperature","13.3","degrees Centigrade",6,14,2018,"2018-07-11 13:02:39.287243","2018-07-13 17:19:44.89021","Sam-O-Set","2018-06-14"
1436,4,"180614-4","Conductivity","280","uS/cM",6,14,2018,"2018-07-11 13:02:39.289411","2018-07-13 17:19:44.893172","Sam-O-Set","2018-06-14"
1437,5,"180614-6","Phosphorus","2.4","mg/L",6,14,2018,"2018-07-11 13:02:39.291552","2018-07-13 17:20:03.152105","DNR boat launch","2018-06-14"
1439,5,"180614-6","Nitrogen (Nitrite)","0.006","mg/L",6,14,2018,"2018-07-11 13:02:39.295711","2018-07-13 17:20:03.159904","DNR boat launch","2018-06-14"
1441,5,"180614-6","Beach Plate Count; e-coli","3","colonies/100mL",6,14,2018,"2018-07-11 13:02:39.29997","2018-07-13 17:20:03.174902","DNR boat launch","2018-06-14"
1442,5,"180614-6","pH","6.89","pH",6,14,2018,"2018-07-11 13:02:39.302179","2018-07-13 17:20:03.178722","DNR boat launch","2018-06-14"
1443,5,"180614-6","Dissolved Oxygen","5.1","mg/L",6,14,2018,"2018-07-11 13:02:39.304317","2018-07-13 17:20:03.181427","DNR boat launch","2018-06-14"
1445,5,"180614-6","Water Temperature","17.7","degrees Centigrade",6,14,2018,"2018-07-11 13:02:39.308649","2018-07-13 17:20:03.183945","DNR boat launch","2018-06-14"
1446,5,"180614-6","Air Temperature","15","degrees Centigrade",6,14,2018,"2018-07-11 13:02:39.310814","2018-07-13 17:20:03.186227","DNR boat launch","2018-06-14"
